"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"pomieszczenie";0,00341049441383646;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"pomoc";0,000766521239485465;0,00318306857734008;0;0,0031329773693991;0,00120858232958608;0,00201578716974408;0,00107455897017172;0,000613088236620933;0;0,00293716628381166;0,00155095692720253;0;0,00258248960048346;0;0;0,00252881198754038;0,00400600825831093;0,00234973302704933;0
"pomy<9c>lny";0,00113683147127882;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"pomys<b3>";0,000932084358670784;0,0019352943406413;0;0,00380967812978888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poni<bf>a<e6>";0,000932084358670784;0;0;0;0;0;0;0;0;0,00285725859734166;0,00251460341144705;0;0;0;0;0;0;0;0
"ponosi<e6>";0;0;0;0;0;0;0,00637473506073324;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"ponowny";0,00116413371559148;0,00120855015459479;0;0;0;0,00122456922880886;0,00163195781425165;0,00186222285859175;0;0;0;0;0;0;0;0;0;0,00713718889580442;0
"pope<b3>ni<e6>";0;0;0;0;0;0;0;0,00298204368725916;0;0;0,00251460341144705;0;0;0;0;0,00615003467141439;0;0;0
"poprosi<e6>";0,000786813970403775;0,00163366825104912;0;0;0;0,003310644349696;0;0;0;0;0;0;0;0;0;0,00519151850679812;0;0;0
"poprzedni";0;0;0,00224344063217923;0;0;0;0;0;0;0;0;0;0,00530171583359336;0,0335511569170684;0;0;0;0,00964775756842741;0
"pora";0,000932084358670784;0;0;0;0;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0,00649503661639617;0;0
"pora<bf>ka";0;0;0;0;0,00293925498092983;0;0,00261331208314272;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"porozmawia<e6>";0,00157362794080755;0;0,00224344063217923;0;0;0,001655322174848;0;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0
"portret";0;0;0;0;0;0,00478339839976964;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"porwa<e6>";0;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0,0125402606696664
"porzuci<e6>";0;0;0;0;0;0;0,00318736753036662;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"pos<b9>g";0,000932084358670784;0;0;0;0;0;0;0;0;0;0,00502920682289411;0;0,00628057786019441;0;0;0;0;0;0
"posi<b3>ek";0,000932084358670784;0;0;0;0;0,00196094625384568;0;0;0;0;0;0;0,0125611557203888;0;0;0;0;0;0
"posi<b3>ki";0;0;0;0;0;0;0;0;0;0,00571451719468332;0,00251460341144705;0;0,00628057786019441;0;0;0;0;0;0
"posiada<e6>";0;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"posta<e6>";0,00218398234764366;0,00181384813000521;0;0;0;0,00275683544943355;0,00244931798516896;0,00139745522222126;0;0,00133897801871629;0;0;0,00588645053511125;0;0;0;0;0,00535591207486517;0
"postanawia<e6>";0,00153304247897093;0,00198941786083755;0;0,000783244342349776;0,00120858232958608;0,00362841690553935;0,00107455897017172;0,000613088236620933;0,00771109570848582;0,001762299770287;0,00206794256960337;0;0;0;0;0,00632202996885096;0;0,00469946605409865;0,00422770498303084
"postanowi<e6>";0,00058206685779574;0;0,00663858288511948;0,00237906296526814;0;0;0,00163195781425165;0;0;0;0;0;0;0;0;0,00384056584924349;0,00405601222615227;0;0
"posz<b3>a";0;0;0,0032414446241952;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poszed<b3>";0,000932084358670784;0;0,00265764971329584;0;0;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"poszukiwa<e6>";0;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"poszukiwanie";0;0;0;0;0;0,00717509759965446;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"pot<ea><bf>ny";0;0;0;0;0;0;0,00318736753036662;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"potem";0,000648232004589586;0,000672964693718185;0,00646905781426503;0;0;0;0,000908733482390798;0,00103695343623317;0,0130422453317778;0,0069549312552506;0,00612086490074935;0;0;0,0138208868441227;0;0;0;0;0,00715057466066582
"potrafi<e6>";0,00157362794080755;0,00326733650209823;0;0;0;0;0;0;0;0;0;0;0,00530171583359336;0;0;0;0,00548275003278923;0;0
"potrzebny";0,00236044191121133;0;0,00224344063217923;0;0;0,004965966524544;0;0;0;0;0,00212268887010726;0;0;0;0;0;0;0;0
"potter";0,000504225618266007;0,00104692775536772;0,00287539439398399;0,00206090499482973;0,00477010791849663;0,00636482735516634;0,0014137120622041;0;0;0;0;0;0;0;0;0;0;0;0
"potter<f3>w";0;0;0;0;0;0,00478339839976964;0,00637473506073324;0;0;0;0;0;0;0;0;0;0;0;0
"pottera";0,00157362794080755;0,00163366825104912;0,00448688126435845;0;0,00248115619585385;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potw<f3>r";0;0;0;0,00761935625957777;0;0;0,00261331208314272;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"potworny";0,000932084358670784;0;0;0;0;0;0,00261331208314272;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"pow<f3>d";0,00058206685779574;0;0,00165964572127987;0,00237906296526814;0;0;0,0032639156285033;0;0;0;0;0;0,00392208729415667;0;0;0,00384056584924349;0;0;0
"powa<bf>ny";0,00113683147127882;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powie<9c><e6>";0;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0,00750098732896902;0;0;0
"powiedzie<e6>";0,00100845123653201;0,00209385551073544;0,015814669166912;0,0123654299689784;0;0,00106080455919439;0,0014137120622041;0;0;0;0;0;0;0;0;0,00332695748587986;0;0;0
"powietrze";0,00227366294255764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"powinien";0,00227366294255764;0;0;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powodowa<e6>";0,000932084358670784;0,0019352943406413;0;0,00380967812978888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powoli";0;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0,00750098732896902;0;0;0
"powolny";0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0,0251777326623534;0;0;0;0
"powr<f3>ci<e6>";0;0;0,00192215510833954;0;0;0,00283652344411815;0;0,00215677426490059;0;0;0;0;0,00454245145885902;0;0;0;0,0046975595574542;0;0
"powr<f3>t";0,00201690247306403;0,00209385551073544;0;0,00618271498448919;0;0,00636482735516634;0;0,00161318319304141;0;0;0;0;0;0;0;0,00332695748587986;0;0;0,00556205633739761
"powrotem";0,00227366294255764;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"powrotny";0,00157362794080755;0;0,00224344063217923;0;0,00248115619585385;0;0;0;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"powstrzyma<e6>";0,00157362794080755;0;0;0,00964775756842741;0;0,001655322174848;0;0;0;0;0;0;0;0;0;0,00519151850679812;0;0;0
"pozbawi<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"pozna<e6>";0;0;0;0,00275536397504467;0;0,00283652344411815;0;0,00215677426490059;0;0;0;0,029181809372064;0;0;0,0149302280508234;0;0;0;0
"poznawa<e6>";0,00174620057338722;0,00362565046378437;0,00165964572127987;0;0,00183550222154794;0;0;0,00372444571718349;0;0;0;0;0;0;0;0;0;0;0,00642071433483563
"pozosta<b3>y";0,00393406985201888;0,00163366825104912;0;0;0;0,001655322174848;0;0;0;0,00964775756842741;0;0;0;0;0;0;0;0;0
"pozostawa<e6>";0,000786813970403775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00519151850679812;0,00548275003278923;0;0,00867925680866249
"pozostawia<e6>";0;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"pozwala<e6>";0;0,00120855015459479;0;0,00237906296526814;0;0,00122456922880886;0;0;0;0,0017842972239511;0,00157031634817982;0;0;0;0;0;0;0,00713718889580442;0
"pozwoli<e6>";0,000786813970403775;0;0;0;0,00496231239170769;0;0,00220601326147555;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0
"pr<ea>dko<9c><e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125402606696664
"pr<f3>ba";0,00157362794080755;0,00163366825104912;0;0;0;0,001655322174848;0;0;0;0;0;0;0;0,0335511569170684;0;0;0;0;0
"pr<f3>bowa<e6>";0,00139229614152418;0,000963611937096554;0,0013232834585278;0,000948447800747395;0,00219524838649811;0,00195276881508816;0,00195181063608173;0,002227206089773;0;0,000711335850560546;0,000626029284912587;0;0,00156359672811894;0;0,00513926366451496;0;0;0;0
"praca";0,00113683147127882;0;0;0;0,00716981791047149;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pracownica";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"pracownik";0,00113683147127882;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pragn<b9><e6>";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0251777326623534;0,00750098732896902;0;0;0
"prawda";0;0,00163366825104912;0;0;0;0;0;0,00251727605088867;0;0,0048238787842137;0,00424537774021452;0;0;0;0;0;0;0;0
"prawdopodobny";0,000932084358670784;0;0;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0,0206431396335072;0;0;0;0
"prawdziwy";0,000377319745187705;0,00156686411628092;0;0,00462662022318143;0,00237969649448405;0,000793816282769715;0,00105790236702775;0;0;0;0;0,0163333713939587;0,00254245875471998;0;0;0;0;0;0,00416217186100878
"prawie";0;0;0,0032414446241952;0,00929306870799309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawo";0;0;0;0;0;0,001655322174848;0;0;0;0,00241193939210685;0,00849075548042903;0;0;0;0;0;0,00548275003278923;0;0
"prefekt";0,00186416871734157;0;0;0;0,00293925498092983;0;0;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"premiera";0;0,00236041243709563;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prezent";0;0;0,00331929144255974;0;0;0,00122456922880886;0,00489587344275494;0;0;0;0,00157031634817982;0;0,00392208729415667;0;0;0,00384056584924349;0;0;0
"privet";0,000674133503169837;0,00279941775952939;0,00384431021667909;0;0;0,00141826172205907;0;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"pro<9c>ba";0,000786813970403775;0;0,00224344063217923;0,0032159191894758;0;0;0;0;0;0;0;0;0;0;0;0;0,00548275003278923;0;0
"problem";0,00279625307601235;0;0,00265764971329584;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"profesor";0,00415051719706475;0,00235029617442138;0,00107585081038051;0;0,00356954474172607;0,00158763256553943;0,00952112130324971;0,00241433933258964;0;0;0,00508971913126191;0,0163333713939587;0;0;0;0;0;0;0
"promie<f1>";0,00186416871734157;0,0019352943406413;0;0;0;0;0;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"proponowa<e6>";0,000504225618266007;0,00104692775536772;0;0;0,00159003597283221;0;0,0014137120622041;0;0;0,0030913574922446;0,00680157030871568;0;0;0;0;0,00332695748587986;0;0;0
"prosi<e6>";0,00524155763434478;0,00453462032501303;0;0,00178530402495506;0,00413221030941585;0,000918945149811182;0;0;0;0;0;0;0,00588645053511125;0;0;0,00288204968462722;0;0,00535591207486517;0
"prosto";0;0;0;0,00464653435399655;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"prowadzi<e6>";0,00174718587811493;0,000906924065002606;0,00249087328032652;0,00178530402495506;0,0027548068729439;0,000918945149811182;0,00367397697775344;0;0;0,00133897801871629;0;0;0;0;0;0;0;0;0
"prze<bf>y<e6>";0;0;0,00265764971329584;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"prze<bf>ywa<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"przebra<e6>";0;0,00163366825104912;0;0;0;0,001655322174848;0,00220601326147555;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przebywa<e6>";0,000932084358670784;0;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"przechadzaj<b9>c";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"przechodz<b9>c";0;0;0;0;0;0;0;0,00363709687955609;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"przechodzi<e6>";0;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0,0484765300513968;0;0;0;0;0
"przeciwie<f1>stwo";0,000932084358670784;0;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"przeciwko";0,00113683147127882;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"przedmiot";0;0,0013997088797647;0,00384431021667909;0,00275536397504467;0,00212582717279936;0;0;0;0;0;0,00181869633480285;0;0;0;0;0;0;0;0
"przedostatni";0;0,00472082487419126;0;0;0;0;0;0;0;0;0;0;0;0,0484765300513968;0;0;0;0;0
"przedstawia<e6>";0,000504225618266007;0,00209385551073544;0;0;0;0,00212160911838878;0,0014137120622041;0,00161318319304141;0;0,0015456787461223;0,00136031406174314;0;0;0;0;0;0;0;0
"przedtem";0,00236044191121133;0;0;0;0;0;0,00220601326147555;0;0;0;0,00212268887010726;0;0,00530171583359336;0;0;0;0;0;0
"przedzia<b3>";0,000932084358670784;0;0;0;0,00293925498092983;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"przegra<e6>";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"przegrywa<e6>";0;0;0;0;0;0,00239169919988482;0,00637473506073324;0;0;0;0;0;0;0;0;0;0;0;0
"przegryza<e6>";0;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0,00792177442303314;0;0
"przej<9c><e6>";0,0031472558816151;0;0,00448688126435845;0,0032159191894758;0;0;0;0;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"przej<9c>cie";0;0;0,00192215510833954;0,00275536397504467;0;0,00141826172205907;0;0;0;0,008266091925134;0,00545608900440856;0;0;0;0;0;0;0;0
"przej<b9><e6>";0;0;0,00265764971329584;0;0;0;0;0;0;0,00285725859734166;0;0;0;0,0397457464585437;0;0;0;0;0
"przekaza<e6>";0;0;0;0;0;0,00717509759965446;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"przekazywa<e6>";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekl<b9><e6>";0;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0,0251777326623534;0;0;0;0
"przekona<e6>";0,00116413371559148;0,00120855015459479;0;0;0;0,00122456922880886;0;0,00372444571718349;0;0;0,00157031634817982;0;0;0;0;0,00384056584924349;0;0;0
"przekonywa<e6>";0;0;0;0;0,00248115619585385;0,006621288699392;0;0;0;0;0,00212268887010726;0;0;0;0;0;0,0109655000655785;0;0
"przemiana";0;0,00120855015459479;0;0;0;0;0,00163195781425165;0;0;0;0;0;0;0;0;0,0153622633969739;0,00405601222615227;0,00713718889580442;0,00642071433483563
"przemieni<e6>";0;0;0;0;0;0,001655322174848;0,0044120265229511;0;0;0;0;0;0,00530171583359336;0;0;0,0103830370135962;0;0;0
"przemienia<e6>";0,000932084358670784;0,0019352943406413;0;0;0;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"przenie<9c><e6>";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeniesienie";0;0,00236041243709563;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"przenosi<e6>";0;0;0;0;0;0,001655322174848;0,00220601326147555;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0;0;0
"przepowiednia";0;0;0;0;0,00248115619585385;0,004965966524544;0,00220601326147555;0,00503455210177735;0;0;0;0;0;0;0;0;0;0;0
"przeprasza<e6>";0,000786813970403775;0;0;0;0;0;0;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0,00548275003278923;0;0
"przeprosi<e6>";0,000932084358670784;0;0;0;0;0,00196094625384568;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"przeprowadza<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125402606696664
"przeprowadzi<e6>";0,000932084358670784;0;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"przera<bf>enie";0,00113683147127882;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerazi<e6>";0,00075463949037541;0,00078343205814046;0;0;0;0,000793816282769715;0,00211580473405549;0;0,0151831339718489;0,00115665505579536;0,00101794382625238;0;0;0;0;0,00248961319168885;0;0,00462662022318143;0
"przes<b3>uchanie";0;0,0019352943406413;0;0;0;0;0,00261331208314272;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"przestawa<e6>";0;0;0;0;0;0,00392189250769135;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0,0102817181958395
"przesz<b3>o<9c><e6>";0;0,00279941775952939;0,00192215510833954;0;0,00212582717279936;0,00141826172205907;0;0;0;0;0;0;0;0;0,0149302280508234;0;0;0;0
"przeszkadza<e6>";0;0;0;0,00380967812978888;0;0,00196094625384568;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"przeszkoda";0,000932084358670784;0;0,00265764971329584;0;0,00293925498092983;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przybiera<e6>";0;0,0019352943406413;0;0;0;0;0,00261331208314272;0;0;0;0;0;0;0;0;0,00615003467141439;0;0;0
"przybra<e6>";0;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0,0250805213393327
"przyby<b3>y";0;0;0;0;0;0,001655322174848;0,00220601326147555;0;0;0,00241193939210685;0;0;0;0;0;0;0,00548275003278923;0;0
"przyby<e6>";0,00075463949037541;0,00156686411628092;0;0;0;0,000793816282769715;0;0;0;0,00346996516738607;0,00101794382625238;0;0,00254245875471998;0;0,00835660862016491;0,00248961319168885;0;0;0,00416217186100878
"przybywa<e6>";0,000873592939057463;0,00272077219500782;0;0;0;0,000918945149811182;0;0,00419236566666378;0,0175764438513181;0,00133897801871629;0,00117840180684002;0;0;0;0;0;0;0;0,00481825294765863
"przychodzi<e6>";0;0,00104692775536772;0,001437697196992;0,00206090499482973;0,00318007194566442;0;0,0014137120622041;0,00322636638608283;0;0;0;0;0;0;0;0;0,00351359168630727;0;0
"przydzia<b3>";0;0;0,00265764971329584;0,00380967812978888;0;0;0;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"przygoda";0;0,0019352943406413;0,00265764971329584;0;0;0;0;0;0;0;0;0;0,0188417335805832;0;0;0;0;0;0
"przygotowanie";0,000932084358670784;0,0019352943406413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"przyj<9c><e6>";0,000674133503169837;0;0,00576646532501863;0,00551072795008934;0,00212582717279936;0,00141826172205907;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyj<b9><e6>";0,000932084358670784;0;0,00265764971329584;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"przyj<ea>cie";0;0,0013997088797647;0;0,00275536397504467;0,00850330869119745;0;0;0;0;0;0,00181869633480285;0;0;0;0;0,00444803560867488;0;0;0
"przyja<9f><f1>";0;0;0;0;0;0,00478339839976964;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"przyja<9f>ni<e6>";0,000932084358670784;0,0019352943406413;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjaci<f3><b3>";0,00100845123653201;0,00209385551073544;0;0;0;0,00106080455919439;0,00282742412440821;0;0;0,0015456787461223;0;0,0436537148904843;0,00339757686647637;0;0;0;0;0;0
"przyjaci<f3><b3>mi";0;0,00163366825104912;0,00224344063217923;0;0;0;0;0,00251727605088867;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"przyjaciel";0,000766521239485465;0,00198941786083755;0,000546395005291909;0;0,00120858232958608;0,00120947230184645;0,00161183845525759;0;0;0,000587433256762332;0,000516985642400844;0;0,00129124480024173;0;0,00424409143645344;0,00252881198754038;0;0,00469946605409865;0,00211385249151542
"przyjacio<b3>om";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"przyjecha<e6>";0;0;0;0;0;0;0;0;0;0;0;0;0,0153204127992622;0;0;0,00750098732896902;0;0;0
"przyjmowa<e6>";0;0;0;0;0,00248115619585385;0,003310644349696;0;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0;0;0
"przylecie<e6>";0;0;0,0032414446241952;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przynajmniej";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0,0153204127992622;0;0;0;0;0;0
"przynie<9c><e6>";0,000786813970403775;0;0,00224344063217923;0,0032159191894758;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przynosi<e6>";0,000674133503169837;0;0,00384431021667909;0;0,00212582717279936;0;0;0;0;0,004133045962567;0;0;0,00454245145885902;0;0;0;0;0;0
"przyp<b3>yw";0,000932084358670784;0;0;0;0;0,00196094625384568;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"przypada<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"przypadek";0;0;0,00224344063217923;0,0032159191894758;0;0;0;0;0,0316609508935716;0;0;0;0;0;0;0;0,00548275003278923;0;0
"przypadkiem";0;0;0,00224344063217923;0;0;0;0;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0,00548275003278923;0;0
"przypomina<e6>";0,00236044191121133;0;0;0;0,00248115619585385;0;0,00220601326147555;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przypomnie<e6>";0,000932084358670784;0;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0,00615003467141439;0;0;0
"przysi<ea>ga";0;0;0;0;0,00744346858756154;0,001655322174848;0;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0;0;0
"przytomno<9c><e6>";0,000786813970403775;0;0,00224344063217923;0;0;0;0,0044120265229511;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przytomny";0;0;0,00265764971329584;0,00380967812978888;0;0;0;0;0;0;0;0;0;0;0;0,00615003467141439;0;0;0
"przyw<f3>dca";0;0;0;0;0;0,00196094625384568;0;0;0;0,00571451719468332;0;0;0;0;0;0;0,00649503661639617;0;0
"przywi<b9>za<e6>";0,00227366294255764;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0251777326623534;0;0;0;0
"przywo<b3>ywa<e6>";0,00227366294255764;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywr<f3>ci<e6>";0,000786813970403775;0;0;0;0;0,001655322174848;0;0;0;0,00241193939210685;0;0;0,00530171583359336;0;0;0;0;0;0
"przyznawa<e6>";0;0;0;0,00237906296526814;0;0;0,00163195781425165;0,00186222285859175;0;0,00356859444790221;0,00157031634817982;0;0;0;0;0;0;0;0,00642071433483563
"pu<b3>apka";0,000932084358670784;0,0019352943406413;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"puchar";0,00465653486236592;0,00120855015459479;0,00663858288511948;0,00237906296526814;0,00183550222154794;0;0;0,00186222285859175;0;0;0;0;0;0;0;0;0;0;0
"puchonami";0;0;0;0,00464653435399655;0;0;0,00637473506073324;0;0;0;0;0;0;0;0;0;0;0;0
"punkt";0,000674133503169837;0;0,00768862043335818;0,00275536397504467;0;0,00141826172205907;0;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"push";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123000693428288;0;0,0114290343893666;0,0102817181958395
"puszcza";0,00227366294255764;0;0;0;0;0;0;0;0;0,0104547022964922;0;0;0;0;0;0;0;0;0
"pyta";0,00218398234764366;0,00181384813000521;0;0;0,0027548068729439;0;0,00122465899258448;0,00139745522222126;0;0,00133897801871629;0,00235680361368005;0;0;0;0;0;0;0;0,00481825294765863
"pytanie";0;0,0019352943406413;0,00531529942659167;0;0;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"quidditcha";0,00100845123653201;0;0,001437697196992;0,00618271498448919;0,00795017986416105;0,00106080455919439;0,0014137120622041;0,00483954957912424;0;0;0;0;0;0;0;0;0;0;0
"quidditchu";0,00279625307601235;0;0;0;0;0;0,00261331208314272;0,00894613106177748;0;0;0;0;0;0;0;0;0;0;0
"r<ea>ka";0,00218398234764366;0;0,00373630992048978;0,00178530402495506;0;0,000918945149811182;0,00367397697775344;0;0;0,00133897801871629;0;0;0,00588645053511125;0;0;0;0;0;0,00963650589531726
"r<ea>ku";0,00227366294255764;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0251777326623534;0;0;0;0
"r<f3><bf>d<bf>ka";0,00907606112878812;0,00942234979830947;0,001437697196992;0,00618271498448919;0;0,00106080455919439;0,00424113618661231;0;0;0;0,00408094218522941;0;0;0;0;0;0;0;0
"r<f3><bf>ny";0;0,0019352943406413;0,00265764971329584;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"r<f3>g";0;0;0;0;0;0;0;0;0;0,017424503827487;0,00613395186674898;0;0;0;0;0;0;0;0
"rada";0,00113683147127882;0;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"rado<9c><e6>";0,000932084358670784;0;0;0;0;0;0,00261331208314272;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"radzi";0,00795782029895173;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"rama";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rami<ea>";0,00227366294255764;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
