"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"charlie";0,00279625307601235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123000693428288;0;0,0114290343893666;0
"charliego";0,000786813970403775;0;0,00224344063217923;0;0;0;0;0;0;0;0;0;0;0;0;0,00519151850679812;0;0,00964775756842741;0
"chata";0,000786813970403775;0,00326733650209823;0;0;0;0,001655322174848;0,0044120265229511;0;0;0;0;0;0;0;0;0;0;0;0
"chatka";0;0;0,00224344063217923;0;0,00248115619585385;0;0,00220601326147555;0;0,0316609508935716;0;0;0;0;0;0;0;0;0;0
"chc<b9>c";0,00058206685779574;0;0,00331929144255974;0,00713718889580442;0;0,00122456922880886;0;0;0,0234220424327103;0;0;0;0;0;0;0;0;0;0,00642071433483563
"chcie<e6>";0,000766521239485465;0,000795767144335019;0,00382476503704337;0,00548271039644843;0,00120858232958608;0,00362841690553935;0,00107455897017172;0,00122617647324187;0;0,00117486651352466;0,00258492821200422;0;0,00516497920096692;0;0;0,00126440599377019;0;0;0,00211385249151542
"chocia<bf>";0;0,0019352943406413;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"chodzi<e6>";0;0;0;0,00237906296526814;0,00734200888619174;0,00122456922880886;0;0;0;0;0;0;0,00392208729415667;0;0,0128912016490111;0,00384056584924349;0;0;0
"chory";0,000932084358670784;0,0019352943406413;0;0,00380967812978888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chroni<e6>";0;0;0;0;0;0,00141826172205907;0;0;0;0;0;0;0;0,0287462599784511;0;0,00444803560867488;0,0046975595574542;0;0,00743629119133677
"chrzestny";0,00236044191121133;0,00326733650209823;0;0;0;0;0,0044120265229511;0,00503455210177735;0;0;0;0;0;0;0;0;0;0;0
"chwil<ea>";0,00504225618266007;0,00314078326610316;0,001437697196992;0,00206090499482973;0;0;0,0014137120622041;0;0;0;0,00272062812348627;0;0;0;0;0,00332695748587986;0;0;0
"chwila";0,00252112809133003;0,00837542204294175;0;0;0;0;0,00424113618661231;0;0;0,0030913574922446;0,00272062812348627;0;0,0101927305994291;0;0;0,00998087245763959;0;0;0
"chyba";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"ci<b9><bf>a";0;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0,0158435488460663;0;0
"ci<b9>g<b3>y";0;0;0;0;0;0,001655322174848;0;0,00251727605088867;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0;0;0
"ci<ea><bf>ki";0;0,0013997088797647;0;0,00275536397504467;0;0;0;0,00215677426490059;0;0;0,00181869633480285;0;0;0;0;0;0;0,008266091925134;0
"cia<b3>o";0,00174718587811493;0,000906924065002606;0;0,00178530402495506;0,00137740343647195;0;0;0,00139745522222126;0;0,00133897801871629;0,00353520542052007;0;0;0;0;0;0;0,00535591207486517;0
"cichu";0,00113683147127882;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciemno<9c><e6>";0;0;0;0;0;0,00392189250769135;0;0;0;0;0,00502920682289411;0;0,0125611557203888;0;0;0;0;0;0
"ciemny";0,00186416871734157;0;0;0;0;0;0,00522662416628543;0;0;0;0;0;0;0;0,0206431396335072;0;0;0;0
"cierpie<e6>";0;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"cieszy<e6>";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"ciocia";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0,0492110229309634;0;0;0;0;0;0;0
"ciotka";0,000674133503169837;0;0;0;0;0,00141826172205907;0,00378017550256373;0,00215677426490059;0;0;0;0;0;0;0;0;0,0046975595574542;0;0
"cmentarz";0,00454732588511528;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"codzienny";0,0031472558816151;0,00326733650209823;0;0;0;0;0;0;0;0;0;0;0,00530171583359336;0;0;0;0,00548275003278923;0;0
"cofa<e6>";0;0;0;0;0;0,00956679679953928;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"cofn<b9><e6>";0;0;0;0;0;0,0119584959994241;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"colin";0;0,00236041243709563;0;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"crabbea";0;0,00236041243709563;0;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"crabbeem";0;0;0;0,00464653435399655;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"creevey";0;0,00236041243709563;0;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cross";0;0,00104692775536772;0,001437697196992;0,00206090499482973;0,00159003597283221;0,00106080455919439;0,0014137120622041;0,00161318319304141;0;0;0;0;0;0;0;0;0;0;0
"cruciatus";0,000786813970403775;0,00163366825104912;0;0;0,00248115619585385;0,001655322174848;0;0;0;0;0;0;0;0;0;0;0;0;0
"cudem";0;0;0,0032414446241952;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"cudowny";0;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0,0125402606696664
"cullen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0246001386856575;0;0,0228580687787333;0,0102817181958395
"cullen<f3>w";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00615003467141439;0,0194851098491885;0;0,0102817181958395
"cullenowie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0194851098491885;0,0114290343893666;0,020563436391679
"cz<b3>onek";0,000786813970403775;0,00653467300419647;0;0;0;0;0;0,00251727605088867;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"cz<b3>owiek";0,00202240050950951;0;0,00192215510833954;0;0;0;0;0;0;0;0,00363739266960571;0;0;0;0;0,00444803560867488;0;0;0,00743629119133677
"cz<ea><9c><e6>";0,000674133503169837;0;0;0;0;0,0056730468882363;0;0,00215677426490059;0;0;0;0;0;0,0574925199569022;0;0;0;0;0,0148725823826735
"czara";0,00113683147127882;0,00472082487419126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarna";0,000873592939057463;0,00544154439001563;0,00124543664016326;0,00178530402495506;0,0027548068729439;0,00183789029962236;0,00122465899258448;0,0069872761111063;0;0;0;0;0;0;0;0;0;0;0
"czarnoksi<ea><bf>nik";0;0;0,00648288924839039;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarny";0,00302535370959604;0,00314078326610316;0;0;0,00159003597283221;0,00424321823677756;0,00424113618661231;0,00161318319304141;0;0,0030913574922446;0;0;0;0;0;0;0;0;0
"czarodziej";0,012828871336382;0,00156686411628092;0,00430340324152205;0,00154220674106048;0,00118984824724202;0,00476289769661829;0,00317370710108324;0;0;0;0;0;0,0127122937735999;0,0160895897313623;0;0;0;0;0
"czarodziejski";0;0;0,0032414446241952;0,00929306870799309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarownica";0,00100845123653201;0;0;0;0;0,00106080455919439;0;0,00161318319304141;0;0,0030913574922446;0,0367284796670647;0;0;0,0215010834535221;0,055836146952945;0;0;0;0
"czary";0,00550769779282643;0,00163366825104912;0;0;0;0;0;0,00251727605088867;0;0;0,00212268887010726;0;0;0;0;0;0;0;0
"czas";0,0012336649391277;0,00128073427728483;0,00307785243483221;0,00315144915154493;0,000972566426900621;0,00875954342225442;0,0025941467598782;0,001480087093122;0;0,00189086949092696;0,00124808099542771;0;0,00207817260087727;0;0;0,00508744331854482;0,00214913459212674;0,00567260847278088;0
"czas<f3>w";0;0;0;0;0;0,00717509759965446;0;0;0,0457454579358251;0;0;0;0;0;0;0;0;0;0
"czego";0,000674133503169837;0,00279941775952939;0;0;0;0;0,00189008775128187;0;0;0,0020665229812835;0;0;0,00454245145885902;0;0;0;0;0;0
"czego<9c>";0;0;0,00648288924839039;0;0;0;0;0;0;0;0,00613395186674898;0;0;0;0;0;0;0;0
"czeka<e6>";0,00131038940858619;0,000906924065002606;0,00498174656065303;0;0;0;0,00367397697775344;0;0,0175764438513181;0,00133897801871629;0,0047136072273601;0;0;0;0;0;0,00304372564254533;0;0
"czemu";0;0;0,00648288924839039;0;0;0;0;0;0;0;0,00613395186674898;0;0;0;0;0;0;0;0
"czerwony";0,00113683147127882;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0;0
"czo<b3>o";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czterech";0;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0,0076602063996311;0;0;0;0;0;0
"cztery";0,00157362794080755;0;0,00224344063217923;0;0;0;0;0;0;0;0,00212268887010726;0;0;0;0;0,00519151850679812;0;0;0
"czu<e6>";0,000786813970403775;0;0;0;0;0,001655322174848;0;0;0;0,0048238787842137;0;0;0,00530171583359336;0;0;0;0;0;0
"czuj";0,000786813970403775;0;0;0;0;0,001655322174848;0;0;0;0;0;0;0;0;0;0;0,00548275003278923;0,00964775756842741;0
"czw<f3>rka";0,00186416871734157;0;0;0;0;0,00392189250769135;0;0;0;0;0;0;0;0;0;0;0;0;0,0102817181958395
"czwarty";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"czym";0,00151267685479802;0,00209385551073544;0;0;0,00318007194566442;0;0;0,00161318319304141;0;0;0,00408094218522941;0;0;0,0215010834535221;0;0;0,00351359168630727;0;0
"czym<9c>";0,000932084358670784;0;0;0;0;0;0;0,00298204368725916;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"czyni<e6>";0;0;0,0032414446241952;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"czyta<e6>";0;0,00490100475314735;0;0;0,00248115619585385;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0,00867925680866249
"d<9f>wi<ea>k";0,000932084358670784;0;0;0;0;0;0;0;0;0,00285725859734166;0,00502920682289411;0;0;0;0;0;0;0;0
"d<b3>o<f1>";0,00113683147127882;0;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"d<b3>ugi";0,00100845123653201;0,00418771102147088;0,00431309159097599;0;0;0;0,00282742412440821;0;0;0,0015456787461223;0,00136031406174314;0;0;0;0;0,00332695748587986;0;0;0
"d<f3><b3>";0;0,00472082487419126;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"da<e6>";0,000436796469528731;0,00362769626001042;0,00249087328032652;0,00535591207486517;0,00137740343647195;0,00183789029962236;0;0;0;0;0,00235680361368005;0;0,00294322526755563;0;0;0;0;0;0
"dalej";0,00174620057338722;0,00120855015459479;0,00829822860639935;0;0;0;0;0;0;0,00713718889580442;0,00314063269635964;0;0,00392208729415667;0;0;0;0;0;0
"daleki";0,00113683147127882;0;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"dalszy";0,000674133503169837;0,0013997088797647;0;0;0;0,00141826172205907;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0;0,00743629119133677
"data";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"dawa<e6>";0,00100845123653201;0,0052346387768386;0,00287539439398399;0;0,00159003597283221;0;0,0014137120622041;0,00483954957912424;0;0;0;0;0;0;0;0;0;0,00618271498448919;0
"dawny";0,00113683147127882;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"deana";0;0,00708123731128689;0;0;0,014339635820943;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"decydowa<e6>";0,00058206685779574;0,00120855015459479;0;0;0,0055065066646438;0;0;0;0;0,0017842972239511;0;0;0;0;0;0,00384056584924349;0;0;0,0128414286696713
"decyzja";0,00157362794080755;0;0;0;0;0,001655322174848;0,00220601326147555;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0
"dementor<f3>w";0;0,00163366825104912;0;0;0,00248115619585385;0;0,0088240530459022;0,00251727605088867;0;0;0;0;0;0;0;0;0;0;0
"dementora";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"dementorami";0;0,00236041243709563;0;0;0;0;0,00637473506073324;0;0;0;0;0;0;0;0;0;0;0;0
"dementorzy";0;0,0019352943406413;0;0;0;0,00392189250769135;0,0104532483325709;0;0;0;0;0;0;0;0;0;0;0;0
"departament";0,00157362794080755;0;0;0;0,00248115619585385;0,003310644349696;0;0,00755182815266602;0;0;0;0;0;0;0;0;0;0;0
"deszcz";0,000786813970403775;0,00163366825104912;0;0,0032159191894758;0;0;0;0;0;0;0,00212268887010726;0;0;0;0;0;0;0;0
"diggory";0,00341049441383646;0;0;0;0;0,00478339839976964;0;0;0;0;0;0;0;0;0;0;0;0;0
"diggoryego";0,00341049441383646;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"dlaczego";0,00113683147127882;0;0,00972433387258559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dlatego";0,00113195923556311;0;0;0;0,00118984824724202;0;0,00105790236702775;0;0;0,00115665505579536;0,00101794382625238;0;0,00254245875471998;0;0;0,00995845276675541;0,0026292744195153;0;0,00416217186100878
"dna";0;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"dnia";0,00110394945020131;0,000573034807272012;0,00157384410140976;0,00112803418427223;0,00087030451965374;0;0,000773793812371235;0,000882974126322831;0,0111055759831872;0;0,0014891329458098;0;0,00185966012926011;0;0,00611237127756813;0;0;0;0
"do<9c><e6>";0;0;0,00265764971329584;0;0;0;0;0;0;0,00285725859734166;0;0;0,00628057786019441;0;0;0;0;0;0
"do<b3><b9>cza<e6>";0,000786813970403775;0,00326733650209823;0;0;0;0;0;0;0,0316609508935716;0,00241193939210685;0;0;0;0;0;0;0;0;0
"do<b3><b9>czy<e6>";0;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"do<bf>ywotni";0,00113683147127882;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"dobiega<e6>";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"dobra";0;0,00236041243709563;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"dobry";0;0,00163366825104912;0,00448688126435845;0;0;0;0;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0;0;0
"dobrze";0,00116413371559148;0;0;0;0,00183550222154794;0,00122456922880886;0,00489587344275494;0;0;0,0017842972239511;0;0;0,00392208729415667;0;0;0;0;0;0
"dochodzi<e6>";0,000958151549356831;0,00119365071650253;0,000546395005291909;0,00156648868469955;0,000604291164793039;0,000403157433948817;0,000537279485085862;0;0;0,00117486651352466;0,000516985642400844;0;0;0;0,00424409143645344;0;0,00133533608610364;0,00469946605409865;0,00211385249151542
"dociera<e6>";0,00471893452218886;0;0;0;0,00212582717279936;0;0;0;0;0,0020665229812835;0,00181869633480285;0;0;0;0;0;0;0;0,00743629119133677
"dodatek";0,000932084358670784;0;0;0,00380967812978888;0;0,00392189250769135;0;0;0;0;0;0;0;0;0;0;0;0;0
"dodatkowy";0;0;0,00224344063217923;0;0,00248115619585385;0,001655322174848;0;0;0;0;0,00212268887010726;0;0;0;0;0;0;0;0
"dodawa<e6>";0,00113683147127882;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"doj<9c><e6>";0;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0,00792177442303314;0;0
"dok<b3>adny";0,000932084358670784;0;0;0;0;0,00392189250769135;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"dokona<e6>";0;0;0;0;0,00358490895523575;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"dokument";0;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0,0158435488460663;0;0
"dolina";0;0,00472082487419126;0;0;0;0,0119584959994241;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolores";0;0,0058058830219239;0;0;0;0,00588283876153703;0;0,00596408737451832;0;0;0;0;0;0;0;0;0;0;0
"dom";0;0,0013997088797647;0;0;0,00425165434559873;0,00141826172205907;0;0,00431354852980117;0;0;0,00181869633480285;0;0;0;0;0;0;0;0
"dom<f3>wi<e6>";0,00134826700633967;0,0013997088797647;0,00768862043335818;0,00275536397504467;0;0;0;0;0;0;0;0;0;0;0,0149302280508234;0;0;0;0
"domek";0;0;0;0;0;0;0;0;0;0;0,00613395186674898;0;0;0;0;0;0,00792177442303314;0;0
"domem";0;0;0,00265764971329584;0;0,00293925498092983;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"domowy";0,00100845123653201;0,00104692775536772;0;0,00206090499482973;0,00318007194566442;0,00106080455919439;0,0014137120622041;0,00161318319304141;0;0;0;0;0;0;0;0;0;0;0
"domu";0,000551974725100657;0,00573034807272012;0,00393461025352439;0,00112803418427223;0,00087030451965374;0,0023225210450848;0;0,00264892237896849;0;0;0,0029782658916196;0;0,00371932025852023;0;0;0,00182100668546487;0;0;0,00304438569423277
"domy<9c>la<e6>";0;0,00236041243709563;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"domy<9c>li<e6>";0;0;0,0032414446241952;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"donosi<e6>";0,00227366294255764;0;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"dopiero";0;0;0;0;0;0,00196094625384568;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0,0102817181958395
"doprowadza<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"doprowadzi<e6>";0,000932084358670784;0;0;0;0,00293925498092983;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"dopu<9c>ci<e6>";0;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"dormitorium";0,0031472558816151;0;0,00448688126435845;0;0;0,004965966524544;0,00220601326147555;0;0;0;0;0;0;0;0;0;0;0;0
"dosiada<e6>";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"dosta<b3>y";0;0,00163366825104912;0;0;0;0;0,00220601326147555;0;0;0,00241193939210685;0;0;0,0159051475007801;0;0;0;0;0;0
"dosta<e6>";0;0,00241710030918958;0,00497893716383961;0;0,00183550222154794;0;0,00163195781425165;0;0;0;0;0;0,00392208729415667;0,0248203733242154;0;0;0;0;0
"dostarczy<e6>";0;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0,0484765300513968;0;0;0;0;0
"dostawa<e6>";0,00151267685479802;0,00314078326610316;0,001437697196992;0;0,00318007194566442;0;0,00565484824881641;0,00483954957912424;0;0;0,00272062812348627;0;0;0;0;0;0;0;0
"dostrzega<e6>";0,00302535370959604;0;0;0;0;0,00106080455919439;0,00282742412440821;0,00161318319304141;0;0;0;0;0;0;0;0,00332695748587986;0,00351359168630727;0;0,00556205633739761
"dotar<b3>szy";0,00227366294255764;0;0;0;0;0;0;0;0,0457454579358251;0;0;0;0;0;0;0;0;0;0
"dotkn<b9><e6>";0,00186416871734157;0;0,00265764971329584;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0;0
"dotrze<e6>";0,00157362794080755;0,00163366825104912;0,00224344063217923;0;0;0,006621288699392;0;0;0;0;0;0;0;0;0;0;0;0;0
"dotychczas";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0158435488460663;0;0
"dow<f3>d";0;0;0;0;0;0;0;0;0;0,00348490076549741;0,00306697593337449;0;0;0;0;0;0;0;0
"dowcipny";0,00113683147127882;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"dowiadywa<e6>";0,00116024678460348;0,000481805968548277;0;0,00474223900373698;0,00731749462166037;0,00146457661131612;0,00325301772680289;0,00371201014962166;0;0;0,00187808785473776;0;0;0,009895000189887;0;0,00306219405414517;0,00323397567181673;0;0,00511942094766355
"dowiedziawszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0,0139396030619896;0
"dowiedzie<e6>";0,00113195923556311;0,00235029617442138;0,00107585081038051;0,00308441348212095;0;0,00158763256553943;0;0,00120716966629482;0;0,00115665505579536;0;0;0,00762737626415995;0;0;0;0,0052585488390306;0;0
"draco";0,00157362794080755;0;0,00673032189653768;0;0;0,021519188273024;0,00661803978442665;0;0;0;0;0;0;0;0;0;0;0;0
"dracona";0;0,00236041243709563;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"drewniany";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"drive";0,000674133503169837;0,00279941775952939;0,00384431021667909;0;0;0,00141826172205907;0;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"droga";0,00453803056439406;0;0,00718848598495999;0;0,00477010791849663;0;0,00565484824881641;0;0;0,00618271498448919;0,00408094218522941;0;0,00339757686647637;0;0;0;0;0;0
"drogi";0,00157362794080755;0;0;0;0;0;0,00220601326147555;0;0;0;0;0;0,00530171583359336;0;0,0174257946778573;0;0;0;0
"dru<bf>yna";0,00116413371559148;0;0,00331929144255974;0,00475812593053628;0,00734200888619174;0,00122456922880886;0;0,00931111429295873;0;0;0;0;0;0;0;0;0;0;0
"drugi";0,00174718587811493;0;0,00249087328032652;0;0,0027548068729439;0,00459472574905591;0,00244931798516896;0;0;0,00267795603743259;0,00235680361368005;0;0;0;0;0,00288204968462722;0;0;0
"drzewo";0,00116413371559148;0,00120855015459479;0;0;0;0;0,00163195781425165;0,00186222285859175;0;0,00535289167185331;0;0;0;0,0248203733242154;0;0;0;0;0
"drzwi";0,00349240114677444;0,00241710030918958;0;0;0;0,00122456922880886;0,00163195781425165;0;0;0,0017842972239511;0;0;0,00784417458831334;0;0;0;0;0;0
"du<bf>y";0;0,00120855015459479;0,00165964572127987;0,00237906296526814;0;0;0;0;0;0;0,00314063269635964;0;0;0;0;0;0,00405601222615227;0;0,00642071433483563
"duch";0,00174620057338722;0,00120855015459479;0,00165964572127987;0,00237906296526814;0;0;0,00163195781425165;0;0;0,00356859444790221;0;0;0;0;0;0;0;0;0
"dudley";0,000786813970403775;0,00163366825104912;0,00224344063217923;0;0;0;0;0,00503455210177735;0;0;0;0;0;0;0;0;0;0;0
"dudleya";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dumbledore";0,00786233645151716;0,00181384813000521;0,00747261984097955;0,00714121609982023;0,0137740343647195;0,000918945149811182;0,00122465899258448;0,00978218655554882;0;0;0;0;0;0;0;0;0;0;0
"dumbledorea";0,00302535370959604;0,00732849428757403;0,001437697196992;0,00824361997931892;0,0222605036196509;0,00318241367758317;0;0,00483954957912424;0;0;0;0;0;0;0;0;0;0;0
"dumbledoreem";0,000674133503169837;0;0,00192215510833954;0;0,00212582717279936;0;0,00189008775128187;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"dumbledoreowi";0;0;0;0,00380967812978888;0;0;0,00261331208314272;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"dumbledorze";0;0,00236041243709563;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"durmstrangu";0,00341049441383646;0;0;0;0;0,00478339839976964;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursley";0;0,00236041243709563;0,00648288924839039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursley<f3>w";0,000786813970403775;0,00163366825104912;0,00224344063217923;0;0;0;0,00220601326147555;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyom";0;0;0,0032414446241952;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyowie";0,000786813970403775;0,00163366825104912;0,00224344063217923;0,0064318383789516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dusza";0,00113683147127882;0;0;0;0;0,00478339839976964;0;0;0;0;0;0;0;0;0;0;0;0;0
"dw<f3>ch";0;0,0038705886812826;0;0;0;0;0;0;0;0,00285725859734166;0,00251460341144705;0;0;0;0;0;0;0;0
"dw<f3>r";0;0,0019352943406413;0;0;0;0;0;0;0,0375065494749638;0;0;0;0;0;0,0206431396335072;0;0;0;0
"dwa";0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0,00750098732896902;0;0;0
"dwadzie<9c>cia";0;0;0,0032414446241952;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"dwana<9c>cie";0;0;0,0032414446241952;0;0;0;0,00637473506073324;0;0;0;0;0;0;0;0;0;0;0;0
"dwie";0,000932084358670784;0;0;0,00380967812978888;0;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"dworze";0;0,00236041243709563;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"dworzec";0,000932084358670784;0;0;0,00380967812978888;0;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"dyrektor";0,00403380494612805;0,00104692775536772;0,00718848598495999;0;0,00477010791849663;0,00212160911838878;0,00424113618661231;0,00322636638608283;0;0;0;0;0;0;0;0;0;0;0
"dyskutowa<e6>";0;0;0;0;0,00293925498092983;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"dzi<ea>ki";0,000504225618266007;0;0;0,00618271498448919;0;0;0,0014137120622041;0,00161318319304141;0;0;0,00136031406174314;0;0;0,0215010834535221;0;0;0,00351359168630727;0;0
"dzia<b3>a<e6>";0,000786813970403775;0;0;0;0,00248115619585385;0,001655322174848;0;0;0;0;0,00212268887010726;0;0;0;0;0;0;0;0
"dzia<b3>anie";0,00113683147127882;0;0;0;0;0,00478339839976964;0;0;0;0;0;0;0;0;0;0;0;0;0
"dzie<f1>";0,000648232004589586;0,00269185877487274;0,00554490669794146;0;0;0,00136376939404451;0;0,00207390687246635;0;0,000993561607892943;0,00262322781460686;0;0;0;0,00717829006632731;0,00213856678650398;0;0;0,00357528733033291
"dzieci";0;0,00120855015459479;0;0;0;0,00244913845761772;0;0;0;0,0124900805676577;0,0078515817408991;0;0,00392208729415667;0;0,0515648065960443;0;0;0;0
"dzieci<f1>stwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0,0125402606696664
